"Fund ID","Department ID","Program ID","Account ID","Fund","Department","Description","Actuals 2016","Actuals 2017"
1001,42400,101,520520,"General Fund","POLICE","Life Insurance Expense","-2,923",-837
1001,42400,412,520520,"General Fund","POLICE","Life Insurance Expense","-6,143","-8,835"
1001,42400,421,520520,"General Fund","POLICE","Life Insurance Expense","-3,094","-3,627"
1001,42400,101,520521,"General Fund","POLICE","Health Insurance Expense","-398,340","-135,994"
1001,42400,412,520521,"General Fund","POLICE","Health Insurance Expense","-1,157,664","-1,543,588"
1001,42400,421,520521,"General Fund","POLICE","Health Insurance Expense","-629,732","-648,326"
1001,42400,101,520522,"General Fund","POLICE","Social Security Expense","-43,541","-20,782"
1001,42400,412,520522,"General Fund","POLICE","Social Security Expense","-31,726","-39,409"
1001,42400,421,520522,"General Fund","POLICE","Social Security Expense","-2,874","-14,785"
1001,42400,101,520523,"General Fund","POLICE","Medicare Expense","-35,373","-6,288"
1001,42400,412,520523,"General Fund","POLICE","Medicare Expense","-80,740","-117,609"
1001,42400,421,520523,"General Fund","POLICE","Medicare Expense","-45,839","-49,304"
1001,42400,101,520524,"General Fund","POLICE","Police Pension Contributions","-4,735,676","-5,202,555"
1001,42400,101,520526,"General Fund","POLICE","Dental Insurance Expense","-3,067",-400
1001,42400,412,520526,"General Fund","POLICE","Dental Insurance Expense","-4,872","-8,600"
1001,42400,421,520526,"General Fund","POLICE","Dental Insurance Expense","-3,067","-1,800"
1001,42400,101,520527,"General Fund","POLICE","IMRF Contributions","-80,053","-44,788"
1001,42400,412,520527,"General Fund","POLICE","IMRF Contributions","-76,300","-70,316"
1001,42400,421,520527,"General Fund","POLICE","IMRF Contributions","-6,819","-27,668"
1001,42400,101,520999,"General Fund","POLICE","Grant Admin. - Benefits","-","-"
1001,42400,101,520532,"General Fund","POLICE","SLEP Contributions","-19,012","-18,639"
1001,42400,101,530642,"General Fund","POLICE","Background Check","-","-"
1001,42400,101,530650,"General Fund","POLICE","Conferences Training","-14,175","-49,984"
1001,42400,412,530650,"General Fund","POLICE","Conferences Training",-538,-172
1001,42400,421,530650,"General Fund","POLICE","Conferences Training","-1,025",-547
1001,42400,101,530652,"General Fund","POLICE","Training Services","-5,658",-563
1001,42400,101,530657,"General Fund","POLICE","Legal Fees",-67,"-1,425"
1001,42400,101,530658,"General Fund","POLICE","Temporary Services","-","-"
1001,42400,101,530660,"General Fund","POLICE","General Contractuals","-52,363","-"
1001,42400,421,530660,"General Fund","POLICE","General Contractuals","-366,557","-406,387"
1001,42400,101,530667,"General Fund","POLICE","External Support","-5,545","-25,445"
1001,42400,101,530681,"General Fund","POLICE","WSCDC Contract","-","-803,705"
1001,42400,101,540659,"General Fund","POLICE","Lease Payments","-7,468","-15,618"
1001,42400,101,540690,"General Fund","POLICE","Telecommunication Charges","-7,096","-6,393"
1001,42400,101,540699,"General Fund","POLICE","Hardware Maintenance","-6,158","-4,045"
1001,42400,101,550694,"General Fund","POLICE","Contractual Disposal Costs","-",-945
1001,42400,101,550697,"General Fund","POLICE","Contractual Towing & Plowing","-6,505","-7,938"
1001,42400,101,550601,"General Fund","POLICE","Printing","-4,021","-9,375"
1001,42400,412,550601,"General Fund","POLICE","Printing",-206,-328
1001,42400,421,550601,"General Fund","POLICE","Printing",-82,-82
1001,42400,101,550602,"General Fund","POLICE","Membership Dues","-7,783","-13,033"
1001,42400,412,550602,"General Fund","POLICE","Membership Dues",-360,"-"
1001,42400,421,550602,"General Fund","POLICE","Membership Dues","-",-205
1001,42400,101,550603,"General Fund","POLICE","Postage","-1,676","-1,719"
1001,42400,412,550603,"General Fund","POLICE","Postage",-51,"-"
1001,42400,101,550605,"General Fund","POLICE","Travel & Mileage Reimbursement",-272,-533
1001,42400,421,550605,"General Fund","POLICE","Travel & Mileage Reimbursement","-","-"
1001,42400,101,550606,"General Fund","POLICE","Books & Subscriptions","-4,440","-5,147"
1001,42400,421,550606,"General Fund","POLICE","Books & Subscriptions",-685,"-"
1001,42400,101,550652,"General Fund","POLICE","Legal Postings and Doc. Fees",-105,"-"
1001,42400,101,550656,"General Fund","POLICE","Miscellaneous Expense",-519,-811
1001,42400,412,550656,"General Fund","POLICE","Miscellaneous Expense",-220,-23
1001,42400,101,550663,"General Fund","POLICE","Software License Updates","-","-"
1001,42400,101,550673,"General Fund","POLICE","Repairs","-",-875
1001,42400,101,550689,"General Fund","POLICE","Operational Maintenance Support","-","-"
1001,42400,101,560616,"General Fund","POLICE","Toner Cartridges","-8,279","-9,537"
1001,42400,101,560620,"General Fund","POLICE","Office Supplies","-7,229","-7,041"
1001,42400,101,560625,"General Fund","POLICE","Clothing","-7,911","-95,994"
1001,42400,412,560625,"General Fund","POLICE","Clothing","-69,252","-13,735"
1001,42400,421,560625,"General Fund","POLICE","Clothing","-27,338","-1,535"
1001,42400,101,560628,"General Fund","POLICE","Lab Supplies","-2,581","-5,680"
1001,42400,101,560631,"General Fund","POLICE","Operational Supplies","-29,523","-21,803"
1001,42400,412,560631,"General Fund","POLICE","Operational Supplies","-",-108
1001,42400,101,560638,"General Fund","POLICE","Special Events",-160,"-"
1001,42400,427,560638,"General Fund","POLICE","Special Events",-575,"-"
1001,42400,101,560642,"General Fund","POLICE","Basketball Camp Expenses",-497,-680
1001,42400,101,560650,"General Fund","POLICE","Volunteer Recog Recruitment",-57,"-"
1001,42400,101,560655,"General Fund","POLICE","Reimbursements",-176,-232
1001,42400,101,560670,"General Fund","POLICE","Equipment Rental",-406,"-"
1001,42400,101,570710,"General Fund","POLICE","Equipment",-877,"-90,000"
1001,42400,101,570711,"General Fund","POLICE","Software",-603,-767
1001,42400,101,570720,"General Fund","POLICE","Computer Equipment","-","-4,786"
1001,42400,101,570725,"General Fund","POLICE","Office Equipment","-","-"
1001,42400,101,570662,"General Fund","POLICE","Police Equipment","-35,208","-"
1001,44550,101,510501,"General Fund","HEALTH - Health Services","Regular Salaries","-113,360","-171,266"
1001,44550,612,510501,"General Fund","HEALTH - Health Services","Regular Salaries","-229,175","-137,455"
1001,44550,613,510501,"General Fund","HEALTH - Health Services","Regular Salaries","-","-37,517"
1001,44550,615,510501,"General Fund","HEALTH - Health Services","Regular Salaries","-32,615","-46,942"
1001,44550,101,510503,"General Fund","HEALTH - Health Services","Overtime","-","-"
1001,44550,612,510503,"General Fund","HEALTH - Health Services","Overtime",-755,"-2,374"
1001,44550,615,510503,"General Fund","HEALTH - Health Services","Overtime",-105,"-"
1001,44550,101,510999,"General Fund","HEALTH - Health Services","Grant Admin. - Salaries","98,989","146,934"
1001,44550,612,510506,"General Fund","HEALTH - Health Services","Equip Allow (Auto,Phone,Tools)",-507,-772
1001,44550,613,510506,"General Fund","HEALTH - Health Services","Equip Allow (Auto, Phone, Tools)","-",-39
1001,44550,613,520515,"General Fund","HEALTH - Health Services","Health Insurance Opt Out","-","-1,214"
1001,44550,101,520520,"General Fund","HEALTH - Health Services","Life Insurance Expense",-241,-372
1001,44550,612,520520,"General Fund","HEALTH - Health Services","Life Insurance Expense",-273,-186
1001,44550,613,520520,"General Fund","HEALTH - Health Services","Life Insurance Expense","-",-93
1001,44550,615,520520,"General Fund","HEALTH - Health Services","Life Insurance Expense",-91,-93
1001,44550,101,520521,"General Fund","HEALTH - Health Services","Health Insurance Expense","-45,695","-46,897"
1001,44550,612,520521,"General Fund","HEALTH - Health Services","Health Insurance Expense","-60,723","-29,733"
1001,44550,613,520521,"General Fund","HEALTH - Health Services","Health Insurance Expense","-","-18,684"
1001,44550,615,520521,"General Fund","HEALTH - Health Services","Health Insurance Expense","-20,241","-18,684"
1001,44550,101,520522,"General Fund","HEALTH - Health Services","Social Security Expense","-6,493","-10,312"
1001,44550,612,520522,"General Fund","HEALTH - Health Services","Social Security Expense","-13,628","-8,209"
1001,44550,613,520522,"General Fund","HEALTH - Health Services","Social Security Expense","-","-2,403"
1001,44550,615,520522,"General Fund","HEALTH - Health Services","Social Security Expense","-1,797","-2,674"
1001,44550,101,520523,"General Fund","HEALTH - Health Services","Medicare Expense","-1,518","-2,412"
1001,44550,612,520523,"General Fund","HEALTH - Health Services","Medicare Expense","-3,187","-1,920"
1001,44550,613,520523,"General Fund","HEALTH - Health Services","Medicare Expense","-",-562
1001,44550,615,520523,"General Fund","HEALTH - Health Services","Medicare Expense",-420,-625
1001,44550,101,520527,"General Fund","HEALTH - Health Services","IMRF Contributions","-12,929","-17,308"
1001,44550,612,520527,"General Fund","HEALTH - Health Services","IMRF Contributions","-32,593","-24,323"
1001,44550,613,520527,"General Fund","HEALTH - Health Services","IMRF Contributions","-","-5,249"
1001,44550,615,520527,"General Fund","HEALTH - Health Services","IMRF Contributions","-4,636","-6,607"
1001,44550,101,520999,"General Fund","HEALTH - Health Services","Grant Admin. - Benefits","39,047","41,064"
1001,44550,612,530650,"General Fund","HEALTH - Health Services","Conferences Training",-673,-863
1001,44550,613,530650,"General Fund","HEALTH - Health Services","Conferences Training","-","-"
1001,44550,615,530650,"General Fund","HEALTH - Health Services","Conferences Training","-","-"
1001,44550,101,530658,"General Fund","HEALTH - Health Services","Temporary Services","-1,613","-"
1001,44550,101,530667,"General Fund","HEALTH - Health Services","External Support","-","-30,000"
1001,44550,612,530667,"General Fund","HEALTH - Health Services","External Support","-15,000","-16,120"
1001,44550,613,530667,"General Fund","HEALTH - Health Services","External Support","-31,778","-16,548"
1001,44550,615,530667,"General Fund","HEALTH - Health Services","External Support","-109,052","-101,500"
1001,44550,101,540690,"General Fund","HEALTH - Health Services","Telecommunication Charges","-","-"
1001,44550,612,550601,"General Fund","HEALTH - Health Services","Printing",-55,-92
1001,44550,615,550601,"General Fund","HEALTH - Health Services","Printing",-78,"-"
1001,44550,101,550602,"General Fund","HEALTH - Health Services","Membership Dues",-720,-705
1001,44550,612,550602,"General Fund","HEALTH - Health Services","Membership Dues","-","-"
1001,44550,101,550603,"General Fund","HEALTH - Health Services","Postage",-491,-490
1001,44550,615,550603,"General Fund","HEALTH - Health Services","Postage","-3,147","-3,362"
1001,44550,101,550605,"General Fund","HEALTH - Health Services","Travel & Mileage Reimbursement",-20,-21
1001,44550,612,550605,"General Fund","HEALTH - Health Services","Travel & Mileage Reimbursement",-36,-10
1001,44550,613,550605,"General Fund","HEALTH - Health Services","Travel & Mileage Reimbursement","-","-"
1001,44550,101,560620,"General Fund","HEALTH - Health Services","Office Supplies",-872,-829
1001,44550,615,560625,"General Fund","HEALTH - Health Services","Clothing",-307,-449
1001,44550,101,560631,"General Fund","HEALTH - Health Services","Operational Supplies",292,-436
1001,44550,612,560631,"General Fund","HEALTH - Health Services","Operational Supplies","-1,769","-"
1001,44550,613,560631,"General Fund","HEALTH - Health Services","Operational Supplies",-67,"-2,391"
1001,44550,615,560631,"General Fund","HEALTH - Health Services","Operational Supplies","-1,418","-1,549"
1001,43700,101,510501,"General Fund","DPW - Engineering","Regular Salaries","-394,825","-145,034"
1001,43700,722,510501,"General Fund","DPW - Engineering","Regular Salaries","-32,389","-47,541"
1001,43700,723,510501,"General Fund","DPW - Engineering","Regular Salaries","-85,429","-111,665"
1001,43700,777,510501,"General Fund","DPW - Engineering","Regular Salaries","-114,871","-27,993"
1001,43700,101,510503,"General Fund","DPW - Engineering","Overtime","-3,604",-238
1001,43700,777,510503,"General Fund","DPW - Engineering","Overtime",-40,"-"
1001,43700,101,510519,"General Fund","DPW - Engineering","Vacation Time Payout","-",-367
1001,43700,101,510518,"General Fund","DPW - Engineering","Seasonal Employees","-","-"
1001,43700,101,520520,"General Fund","DPW - Engineering","Life Insurance Expense",-487,-74
1001,43700,722,520520,"General Fund","DPW - Engineering","Life Insurance Expense",-23,-47
1001,43700,723,520520,"General Fund","DPW - Engineering","Life Insurance Expense",-73,-130
1001,43700,777,520520,"General Fund","DPW - Engineering","Life Insurance Expense",-109,-47
1001,43700,101,520521,"General Fund","DPW - Engineering","Health Insurance Expense","-99,384","-8,191"
1001,43700,722,520521,"General Fund","DPW - Engineering","Health Insurance Expense","-2,237","-4,868"
1001,43700,723,520521,"General Fund","DPW - Engineering","Health Insurance Expense","-7,158","-9,492"
1001,43700,777,520521,"General Fund","DPW - Engineering","Health Insurance Expense","-26,775","-8,109"
1001,43700,101,520522,"General Fund","DPW - Engineering","Social Security Expense","-19,100","-8,705"
1001,43700,722,520522,"General Fund","DPW - Engineering","Social Security Expense","-1,906","-2,792"
1001,43700,723,520522,"General Fund","DPW - Engineering","Social Security Expense","-5,035","-6,562"
1001,43700,777,520522,"General Fund","DPW - Engineering","Social Security Expense","-4,988","-1,623"
1001,43700,101,520523,"General Fund","DPW - Engineering","Medicare Expense","-4,467","-2,036"
1001,43700,722,520523,"General Fund","DPW - Engineering","Medicare Expense",-446,-653
1001,43700,723,520523,"General Fund","DPW - Engineering","Medicare Expense","-1,178","-1,535"
1001,43700,777,520523,"General Fund","DPW - Engineering","Medicare Expense","-1,167",-380
1001,43700,101,520527,"General Fund","DPW - Engineering","IMRF Contributions","-44,561","-23,799"
1001,43700,722,520527,"General Fund","DPW - Engineering","IMRF Contributions","-4,590","-6,691"
1001,43700,723,520527,"General Fund","DPW - Engineering","IMRF Contributions","-12,105","-15,716"
1001,43700,777,520527,"General Fund","DPW - Engineering","IMRF Contributions","-12,065","-3,876"
1001,43700,723,530650,"General Fund","DPW - Engineering","Conferences Training",-444,"-"
1001,43700,101,530667,"General Fund","DPW - Engineering","External Support","-","-"
1001,43700,723,530667,"General Fund","DPW - Engineering","External Support","-5,160","-6,795"
1001,43700,722,550601,"General Fund","DPW - Engineering","Printing","-","-"
1001,43700,723,550602,"General Fund","DPW - Engineering","Membership Dues",-600,-600
1001,43700,101,550603,"General Fund","DPW - Engineering","Postage","-4,212",-171
1001,43700,421,550603,"General Fund","DPW - Engineering","Postage",-35,"-1,570"
1001,43700,721,550603,"General Fund","DPW - Engineering","Postage","-1,118",-50
1001,43700,722,550603,"General Fund","DPW - Engineering","Postage",-35,"-"
1001,43700,723,550603,"General Fund","DPW - Engineering","Postage","-2,046","-"
1001,43700,723,550663,"General Fund","DPW - Engineering","Software License Updates","-30,570","-6,414"
1001,43700,101,550671,"General Fund","DPW - Engineering","Office Machine Service","-",-49
1001,43700,722,550671,"General Fund","DPW - Engineering","Office Machine Service","-","-"
1001,43700,101,560620,"General Fund","DPW - Engineering","Office Supplies",-331,-411
1001,43700,722,560620,"General Fund","DPW - Engineering","Office Supplies",-450,-450
1001,43700,101,560631,"General Fund","DPW - Engineering","Operational Supplies","-","-"
1001,43700,101,560730,"General Fund","DPW - Engineering","Reference Material",-180,-99
1001,43700,723,560730,"General Fund","DPW - Engineering","Reference Material",-672,"-"
1001,43700,101,570720,"General Fund","DPW - Engineering","Computer Equipment",-60,"-"
1001,43710,101,510501,"General Fund","DPW - Administration","Regular Salaries","-380,503","-384,816"
1001,43710,101,510503,"General Fund","DPW - Administration","Overtime","-2,485","-2,305"
1001,43710,101,510506,"General Fund","DPW - Administration","Equip Allow (Auto,Phone,Tools)",-507,-417
1001,43710,101,520520,"General Fund","DPW - Administration","Life Insurance Expense",-514,-558
1001,43710,101,520521,"General Fund","DPW - Administration","Health Insurance Expense","-107,734","-113,306"
1001,43710,101,520522,"General Fund","DPW - Administration","Social Security Expense","-20,161","-20,955"
1001,43710,101,520523,"General Fund","DPW - Administration","Medicare Expense","-5,050","-5,159"
1001,43710,101,520527,"General Fund","DPW - Administration","IMRF Contributions","-54,334","-54,541"
1001,43710,101,530650,"General Fund","DPW - Administration","Conferences Training","-2,205","-2,981"
1001,43710,710,530650,"General Fund","DPW - Administration","Conferences Training",-550,-55
1001,43710,101,530667,"General Fund","DPW - Administration","External Support","-2,205","-"
1001,43710,761,530667,"General Fund","DPW - Administration","External Support",-190,"-"
1001,43710,101,540690,"General Fund","DPW - Administration","Telecommunication Charges",-615,-649
1001,43710,101,550601,"General Fund","DPW - Administration","Printing",-166,-41
1001,43710,101,550602,"General Fund","DPW - Administration","Membership Dues","-1,850","-1,946"
1001,43710,710,550602,"General Fund","DPW - Administration","Membership Dues",-299,-749
1001,43710,101,550603,"General Fund","DPW - Administration","Postage",-248,-594
1001,43710,101,550652,"General Fund","DPW - Administration","Legal Postings and Doc. Fees",-658,-854
1001,43710,710,550652,"General Fund","DPW - Administration","Legal Postings and Doc. Fees",-371,"-"
1001,43710,101,550671,"General Fund","DPW - Administration","Office Machine Service",-405,"-1,620"
1001,43710,101,560620,"General Fund","DPW - Administration","Office Supplies","-3,539","-2,163"
1001,43710,101,560625,"General Fund","DPW - Administration","Clothing","-","-"
1001,43710,101,560631,"General Fund","DPW - Administration","Operational Supplies","-3,528","-3,227"
1001,43710,710,560631,"General Fund","DPW - Administration","Operational Supplies","-5,520","-5,147"
1001,43720,101,510501,"General Fund","DPW - Street Lighting","Regular Salaries","-23,062","-23,287"
1001,43720,751,510501,"General Fund","DPW - Street Lighting","Regular Salaries","-53,811","-54,334"
1001,43720,752,510501,"General Fund","DPW - Street Lighting","Regular Salaries","-38,609","-42,916"
1001,43720,753,510501,"General Fund","DPW - Street Lighting","Regular Salaries","-38,259","-34,695"
1001,43720,101,510503,"General Fund","DPW - Street Lighting","Overtime",-386,"-2,127"
1001,43720,751,510503,"General Fund","DPW - Street Lighting","Overtime","-5,929","-4,959"
1001,43720,752,510503,"General Fund","DPW - Street Lighting","Overtime","-4,762","-4,212"
1001,43720,753,510503,"General Fund","DPW - Street Lighting","Overtime","-3,699","-2,862"
1001,43720,101,510519,"General Fund","DPW - Street Lighting","Vacation Time Payout","-","-1,714"
1001,43720,751,510519,"General Fund","DPW - Street Lighting","Vacation Time Payout","-","-3,999"
1001,43720,752,510519,"General Fund","DPW - Street Lighting","Vacation Time Payout","-","-3,427"
1001,43720,753,510519,"General Fund","DPW - Street Lighting","Vacation Time Payout","-","-2,285"
1001,43720,101,520520,"General Fund","DPW - Street Lighting","Life Insurance Expense",-27,-28
1001,43720,751,520520,"General Fund","DPW - Street Lighting","Life Insurance Expense",-64,-65
1001,43720,752,520520,"General Fund","DPW - Street Lighting","Life Insurance Expense",-46,-47
1001,43720,753,520520,"General Fund","DPW - Street Lighting","Life Insurance Expense",-46,-47
1001,43720,101,520521,"General Fund","DPW - Street Lighting","Health Insurance Expense","-6,453","-5,970"
1001,43720,751,520521,"General Fund","DPW - Street Lighting","Health Insurance Expense","-15,058","-14,975"
1001,43720,752,520521,"General Fund","DPW - Street Lighting","Health Insurance Expense","-10,362","-9,301"
1001,43720,753,520521,"General Fund","DPW - Street Lighting","Health Insurance Expense","-11,150","-10,494"
1001,43720,101,520522,"General Fund","DPW - Street Lighting","Social Security Expense","-1,475","-1,573"
1001,43720,751,520522,"General Fund","DPW - Street Lighting","Social Security Expense","-3,442","-3,682"
1001,43720,752,520522,"General Fund","DPW - Street Lighting","Social Security Expense","-2,504","-2,938"
1001,43720,753,520522,"General Fund","DPW - Street Lighting","Social Security Expense","-2,413","-2,304"
1001,43720,101,520523,"General Fund","DPW - Street Lighting","Medicare Expense",-345,-368
1001,43720,751,520523,"General Fund","DPW - Street Lighting","Medicare Expense",-805,-861
1001,43720,752,520523,"General Fund","DPW - Street Lighting","Medicare Expense",-586,-687
1001,43720,753,520523,"General Fund","DPW - Street Lighting","Medicare Expense",-564,-539
1001,43720,101,520527,"General Fund","DPW - Street Lighting","IMRF Contributions","-3,628","-3,848"
1001,43720,751,520527,"General Fund","DPW - Street Lighting","IMRF Contributions","-8,465","-8,978"
1001,43720,752,520527,"General Fund","DPW - Street Lighting","IMRF Contributions","-6,146","-7,171"
1001,43720,753,520527,"General Fund","DPW - Street Lighting","IMRF Contributions","-5,945","-5,652"
1001,43720,101,530650,"General Fund","DPW - Street Lighting","Conferences Training",-105,-180
1001,43720,751,530660,"General Fund","DPW - Street Lighting","General Contractuals","-33,666","-55,602"
1001,43720,752,530660,"General Fund","DPW - Street Lighting","General Contractuals","-20,984","-3,718"
1001,43720,782,530660,"General Fund","DPW - Street Lighting","General Contractuals","1,997","-"
1001,43720,751,540692,"General Fund","DPW - Street Lighting","Electricity","-90,400","-98,983"
1001,43720,101,550602,"General Fund","DPW - Street Lighting","Membership Dues","-",-200
1001,43720,101,550632,"General Fund","DPW - Street Lighting","Laundry Service",-472,-555
1001,43720,753,550671,"General Fund","DPW - Street Lighting","Office Machine Service","-","-3,000"
1001,43720,752,550673,"General Fund","DPW - Street Lighting","Repairs",-189,"-5,255"
1001,43720,753,550673,"General Fund","DPW - Street Lighting","Repairs","-","-"
1001,43720,101,560625,"General Fund","DPW - Street Lighting","Clothing",-158,-270
1001,43720,751,560631,"General Fund","DPW - Street Lighting","Operational Supplies",-947,-503
1001,43720,752,560631,"General Fund","DPW - Street Lighting","Operational Supplies",-692,"-"
1001,43720,753,560631,"General Fund","DPW - Street Lighting","Operational Supplies",-567,-397
1001,43720,751,560633,"General Fund","DPW - Street Lighting","Roadway Maintenance","-34,151","-23,801"
1001,43720,752,560633,"General Fund","DPW - Street Lighting","Roadway Maintenance","-10,723","-11,244"
1001,43720,751,570710,"General Fund","DPW - Street Lighting","Equipment","-","-"
1001,43740,101,510501,"General Fund","DPW - Street Services","Regular Salaries","-219,831","-145,174"
1001,43740,761,510501,"General Fund","DPW - Street Services","Regular Salaries","-190,678","-215,920"
1001,43740,764,510501,"General Fund","DPW - Street Services","Regular Salaries","-4,217","-12,723"
1001,43740,765,510501,"General Fund","DPW - Street Services","Regular Salaries","-57,119","-76,165"
1001,43740,766,510501,"General Fund","DPW - Street Services","Regular Salaries","-76,150","-99,671"
1001,43740,101,510503,"General Fund","DPW - Street Services","Overtime","-9,688","-1,875"
1001,43740,761,510503,"General Fund","DPW - Street Services","Overtime","-24,671","-17,003"
1001,43740,764,510503,"General Fund","DPW - Street Services","Overtime",-634,-555
1001,43740,765,510503,"General Fund","DPW - Street Services","Overtime","-24,250","-14,501"
1001,43740,766,510503,"General Fund","DPW - Street Services","Overtime","-9,862","-6,798"
1001,43740,101,510518,"General Fund","DPW - Street Services","Seasonal Employees","-","-"
1001,43740,101,510506,"General Fund","DPW - Street Services","Equip Allow (Auto,Phone,Tools)",-507,"-1,286"
1001,43740,761,520515,"General Fund","DPW - Street Services","Health Insurance Opt Out","-","-"
1001,43740,765,520515,"General Fund","DPW - Street Services","Health Insurance Opt Out","-","-"
1001,43740,766,520515,"General Fund","DPW - Street Services","Health Insurance Opt Out","-","-"
1001,43740,101,520520,"General Fund","DPW - Street Services","Life Insurance Expense",-273,-372
1001,43740,761,520520,"General Fund","DPW - Street Services","Life Insurance Expense",-273,-326
1001,43740,764,520520,"General Fund","DPW - Street Services","Life Insurance Expense","-","-"
1001,43740,765,520520,"General Fund","DPW - Street Services","Life Insurance Expense",-82,-112
1001,43740,766,520520,"General Fund","DPW - Street Services","Life Insurance Expense",-109,-130
1001,43740,101,520521,"General Fund","DPW - Street Services","Health Insurance Expense","-35,465","-24,477"
1001,43740,761,520521,"General Fund","DPW - Street Services","Health Insurance Expense","-51,684","-49,449"
1001,43740,764,520521,"General Fund","DPW - Street Services","Health Insurance Expense","-","-"
1001,43740,765,520521,"General Fund","DPW - Street Services","Health Insurance Expense","-15,505","-8,259"
1001,43740,766,520521,"General Fund","DPW - Street Services","Health Insurance Expense","-20,673","-20,580"
1001,43740,101,520522,"General Fund","DPW - Street Services","Social Security Expense","-13,377","-8,497"
1001,43740,761,520522,"General Fund","DPW - Street Services","Social Security Expense","-12,568","-13,613"
1001,43740,764,520522,"General Fund","DPW - Street Services","Social Security Expense",-291,-785
1001,43740,765,520522,"General Fund","DPW - Street Services","Social Security Expense","-3,778","-5,061"
1001,43740,766,520522,"General Fund","DPW - Street Services","Social Security Expense","-5,036","-6,237"
1001,43740,101,520523,"General Fund","DPW - Street Services","Medicare Expense","-3,128","-1,987"
1001,43740,761,520523,"General Fund","DPW - Street Services","Medicare Expense","-2,939","-3,184"
1001,43740,764,520523,"General Fund","DPW - Street Services","Medicare Expense",-68,-184
1001,43740,765,520523,"General Fund","DPW - Street Services","Medicare Expense",-884,"-1,184"
1001,43740,766,520523,"General Fund","DPW - Street Services","Medicare Expense","-1,178","-1,459"
1001,43740,101,520527,"General Fund","DPW - Street Services","IMRF Contributions","-31,207","-19,119"
1001,43740,761,520527,"General Fund","DPW - Street Services","IMRF Contributions","-30,473","-32,773"
1001,43740,764,520527,"General Fund","DPW - Street Services","IMRF Contributions",-687,"-1,870"
1001,43740,765,520527,"General Fund","DPW - Street Services","IMRF Contributions","-9,143","-11,903"
1001,43740,766,520527,"General Fund","DPW - Street Services","IMRF Contributions","-12,188","-14,985"
1001,43740,101,530650,"General Fund","DPW - Street Services","Conferences Training","-2,433","-4,852"
1001,43740,761,530660,"General Fund","DPW - Street Services","General Contractuals","-308,599","-341,068"
1001,43740,765,530660,"General Fund","DPW - Street Services","General Contractuals","-","-"
1001,43740,761,530667,"General Fund","DPW - Street Services","External Support",-739,"-4,902"
1001,43740,765,530667,"General Fund","DPW - Street Services","External Support","-17,011","-13,667"
1001,43740,101,550602,"General Fund","DPW - Street Services","Membership Dues","-","-"
1001,43740,101,550632,"General Fund","DPW - Street Services","Laundry Service","-1,754","-2,100"
1001,43740,761,550673,"General Fund","DPW - Street Services","Repairs",-704,-907
1001,43740,101,560620,"General Fund","DPW - Street Services","Office Supplies","-",-82
1001,43740,101,560625,"General Fund","DPW - Street Services","Clothing","-2,600",-767
1001,43740,711,560627,"General Fund","DPW - Street Services","Building Materials",-295,"-"
1001,43740,712,560627,"General Fund","DPW - Street Services","Building Materials",-85,"-"
1001,43740,717,560627,"General Fund","DPW - Street Services","Building Materials",-44,"-"
1001,43740,751,560631,"General Fund","DPW - Street Services","Operational Supplies",-162,"-"
1001,43740,761,560631,"General Fund","DPW - Street Services","Operational Supplies","-4,101","-4,808"
1001,43740,765,560631,"General Fund","DPW - Street Services","Operational Supplies","-1,037","-1,548"
1001,43740,766,560631,"General Fund","DPW - Street Services","Operational Supplies",-338,"-"
1001,43740,761,560633,"General Fund","DPW - Street Services","Roadway Maintenance","-41,836","-34,315"
1001,43740,765,560633,"General Fund","DPW - Street Services","Roadway Maintenance","-187,516","-86,365"
1001,43740,761,560634,"General Fund","DPW - Street Services","Sign Replacement","-39,135","-48,025"
,43740,761,570710,"General Fund","DPW - Street Services","Equipment","-","-"
1001,43790,101,510501,"General Fund","DPW - Building Maintenance","Regular Salaries","-139,831","-152,680"
1001,43790,101,510503,"General Fund","DPW - Building Maintenance","Overtime","-1,227",-871
1001,43790,101,520520,"General Fund","DPW - Building Maintenance","Life Insurance Expense",-91,-186
1001,43790,101,520521,"General Fund","DPW - Building Maintenance","Health Insurance Expense","-25,454","-36,428"
1001,43790,101,520522,"General Fund","DPW - Building Maintenance","Social Security Expense","-8,052","-8,729"
1001,43790,101,520523,"General Fund","DPW - Building Maintenance","Medicare Expense","-1,883","-2,042"
1001,43790,101,520527,"General Fund","DPW - Building Maintenance","IMRF Contributions","-19,988","-21,611"
1001,43790,101,530650,"General Fund","DPW - Building Maintenance","Conferences Training","-1,705",-849
1001,43790,713,530650,"General Fund","DPW - Building Maintenance","Conferences Training",-155,"-"
1001,43790,711,530660,"General Fund","DPW - Building Maintenance","General Contractuals","-225,755","-247,093"
1001,43790,712,530660,"General Fund","DPW - Building Maintenance","General Contractuals","-36,585","-46,575"
1001,43790,713,530660,"General Fund","DPW - Building Maintenance","General Contractuals","-98,293","-120,996"
1001,43790,714,530660,"General Fund","DPW - Building Maintenance","General Contractuals","-17,659","-21,421"
1001,43790,717,530660,"General Fund","DPW - Building Maintenance","General Contractuals","-13,530","-18,602"
1001,43790,101,540674,"General Fund","DPW - Building Maintenance","Property Repair","-","-"
1001,43790,711,540674,"General Fund","DPW - Building Maintenance","Property Repair","-17,114","-47,318"
