Fund ID,Department ID,Program ID,Account ID,Fund,Department,Description,Estimates 2022
1001,42540,101,560638,General Fund,FIRE - Training and Public Ed.,Special Events,"-4,000"
1001,41040,101,510501,General Fund,Information Technology,Regular Salaries,"-651,700"
1001,41040,101,510503,General Fund,Information Technology,Overtime,"-1,500"
1001,41040,101,510515,General Fund,Information Technology,Comp Time,-
1001,41040,101,510506,General Fund,Information Technology,"Equip Allow (Auto,Phone,Tools)","-2,000"
1001,41040,101,510509,General Fund,Information Technology,Comp Time Payout,-
1001,41040,101,510519,General Fund,Information Technology,Vacation Time Payout,-
1001,41040,101,520515,General Fund,Information Technology,Health Insurance Opt-out,-
1001,41040,101,520520,General Fund,Information Technology,Life Insurance Expense,-744
1001,41040,101,520521,General Fund,Information Technology,Health Insurance Expense,"-126,471"
1001,41040,101,520522,General Fund,Information Technology,Social Security Expense,"-39,506"
1001,41040,101,520523,General Fund,Information Technology,Medicare Expense,"-9,450"
1001,41040,101,520527,General Fund,Information Technology,IMRF Contributions,"-36,235"
1001,41040,101,530650,General Fund,Information Technology,Conferences Training,"-6,000"
1001,41040,101,530667,General Fund,Information Technology,External Support,"-149,000"
1001,41040,101,540690,General Fund,Information Technology,Telecommunication Charges,"-265,000"
1001,41040,101,540698,General Fund,Information Technology,Computer Supplies,"-6,000"
1001,41040,101,540699,General Fund,Information Technology,Hardware Maintenance,"-92,000"
1001,41040,101,550602,General Fund,Information Technology,Membership Dues,-500
1001,41040,101,550603,General Fund,Information Technology,Postage,-400
1001,41040,721,550603,General Fund,Information Technology,Postage,-
1001,41040,101,550605,General Fund,Information Technology,Travel & Mileage Reimbursement,-200
1001,41040,101,550606,General Fund,Information Technology,Books & Subscriptions,-500
1001,41040,101,550663,General Fund,Information Technology,Software License Updates,"-159,000"
1001,41040,101,550671,General Fund,Information Technology,Office Machine Service,-
1001,41040,101,550672,General Fund,Information Technology,Telephone Maintenance,"-20,000"
1001,41040,101,560620,General Fund,Information Technology,Office Supplies,"-1,000"
1001,42400,101,510501,General Fund,POLICE,Regular Salaries,"-623,764"
1001,42400,412,510501,General Fund,POLICE,Regular Salaries,"-8,887,852"
1001,42400,421,510501,General Fund,POLICE,Regular Salaries,"-4,310,295"
1001,42400,101,510503,General Fund,POLICE,Overtime,"-10,300"
1001,42400,412,510503,General Fund,POLICE,Overtime,"-538,690"
1001,42400,421,510503,General Fund,POLICE,Overtime,"-206,464"
1001,42400,101,510508,General Fund,POLICE,CTA Patrol Pay,-
1001,42400,412,510508,General Fund,POLICE,CTA Patrol Pay,"-150,000"
1001,42400,421,510508,General Fund,POLICE,CTA Patrol Pay,"-25,000"
1001,42400,101,510514,General Fund,POLICE,Court Time,-
1001,42400,412,510514,General Fund,POLICE,Court Time,"-125,000"
1001,42400,421,510514,General Fund,POLICE,Court Time,"-30,000"
1001,42400,101,510515,General Fund,POLICE,Comp Time,-
1001,42400,412,510515,General Fund,POLICE,Comp Time,-
1001,42400,421,510515,General Fund,POLICE,Comp Time,-
1001,42400,101,510509,General Fund,POLICE,Comp Time Payout,-
1001,42400,421,510509,General Fund,POLICE,Comp Time Payout,"-90,000"
1001,42400,412,510509,General Fund,POLICE,Comp Time Payout,"-40,000"
1001,42400,101,510510,General Fund,POLICE,Sick Time Payout,-
1001,42400,412,510510,General Fund,POLICE,Sick Time Payout,"-50,000"
1001,42400,421,510510,General Fund,POLICE,Sick Time Payout,"-30,000"
1001,42400,101,510519,General Fund,POLICE,Vacation Time Payout,-
1001,42400,412,510519,General Fund,POLICE,Vacation Time Payout,"-30,000"
1001,42400,421,510519,General Fund,POLICE,Vacation Time Payout,"-30,000"
1001,42400,101,520515,General Fund,POLICE,Health Insurance Opt Out,-
1001,42400,412,520515,General Fund,POLICE,Health Insurance Opt Out,-
1001,42400,421,520515,General Fund,POLICE,Health Insurance Opt Out,-
1001,42400,101,520520,General Fund,POLICE,Life Insurance Expense,-465
1001,42400,412,520520,General Fund,POLICE,Life Insurance Expense,"-9,021"
1001,42400,421,520520,General Fund,POLICE,Life Insurance Expense,"-4,371"
1001,42400,101,520521,General Fund,POLICE,Health Insurance Expense,"-80,067"
1001,42400,412,520521,General Fund,POLICE,Health Insurance Expense,"-1,461,590"
1001,42400,421,520521,General Fund,POLICE,Health Insurance Expense,"-850,494"
1001,42400,101,520522,General Fund,POLICE,Social Security Expense,"-8,846"
1001,42400,412,520522,General Fund,POLICE,Social Security Expense,"-39,666"
1001,42400,421,520522,General Fund,POLICE,Social Security Expense,"-33,304"
1001,42400,101,520523,General Fund,POLICE,Medicare Expense,"-6,819"
1001,42400,412,520523,General Fund,POLICE,Medicare Expense,"-128,874"
1001,42400,421,520523,General Fund,POLICE,Medicare Expense,"-61,013"
1001,42400,101,520524,General Fund,POLICE,Police Pension Contributions,"-7,319,950"
1001,42400,101,520527,General Fund,POLICE,IMRF Contributions,"-7,933"
1001,42400,412,520527,General Fund,POLICE,IMRF Contributions,"-35,571"
1001,42400,421,520527,General Fund,POLICE,IMRF Contributions,"-32,580"
1001,42400,101,520532,General Fund,POLICE,SLEP Contributions,-
1001,42400,101,560651,General Fund,POLICE,Employee Awards Recognition,-
1001,42400,101,530642,General Fund,POLICE,Background Check,"-5,000"
1001,42400,101,530650,General Fund,POLICE,Conferences Training,"-168,080"
1001,42400,101,530657,General Fund,POLICE,Legal Fees,-500
1001,42400,101,530660,General Fund,POLICE,General Contractuals,"-415,650"
1001,42400,101,530667,General Fund,POLICE,External Support,"-139,059"
1001,42400,101,530681,General Fund,POLICE,WSCDC Contract,"-841,500"
1001,42400,101,540659,General Fund,POLICE,Lease Payments,"-10,800"
1001,42400,101,540690,General Fund,POLICE,Telecommunication Charges,"-4,000"
1001,42400,101,540699,General Fund,POLICE,Hardware Maintenance,"-6,000"
1001,42400,101,550694,General Fund,POLICE,Contractual Disposal Costs,"-5,000"
1001,42400,101,550697,General Fund,POLICE,Contractual Towing & Plowing,"-8,000"
1001,42400,101,550601,General Fund,POLICE,Printing,"-3,000"
1001,42400,101,550602,General Fund,POLICE,Membership Dues,"-7,800"
1001,42400,101,550603,General Fund,POLICE,Postage,"-3,000"
1001,42400,101,550605,General Fund,POLICE,Travel & Mileage Reimbursement,"-1,000"
1001,42400,101,550606,General Fund,POLICE,Books & Subscriptions,-
1001,42400,101,550652,General Fund,POLICE,Legal Postings and Doc. Fees,-
1001,42400,101,550656,General Fund,POLICE,Miscellaneous Expense,-900
1001,42400,101,550663,General Fund,POLICE,Software License Updates,-700
1001,42400,101,550673,General Fund,POLICE,Repairs,"-1,000"
1001,42400,101,550689,General Fund,POLICE,Operational Maintenance Support,"-7,000"
1001,42400,101,560616,General Fund,POLICE,Toner Cartridges,"-4,500"
1001,42400,101,560620,General Fund,POLICE,Office Supplies,"-6,500"
1001,42400,101,560625,General Fund,POLICE,Clothing,"-23,000"
1001,42400,412,560625,General Fund,POLICE,Clothing,"-80,000"
1001,42400,421,560625,General Fund,POLICE,Clothing,"-30,000"
1001,42400,101,560628,General Fund,POLICE,Lab Supplies,"-5,000"
1001,42400,101,560631,General Fund,POLICE,Operational Supplies,"-58,700"
1001,42400,101,560638,General Fund,POLICE,Special Events,"-8,500"
1001,42400,101,560642,General Fund,POLICE,Basketball Camp Expenses,"-3,000"
1001,42400,101,560651,General Fund,POLICE,Employees Awards Recognition,"-5,500"
1001,42400,101,560655,General Fund,POLICE,Reimbursements,-400
1001,42400,101,560670,General Fund,POLICE,Equipment Rental,-
1001,42400,101,570710,General Fund,POLICE,Equipment,"-37,000"
1001,42400,101,570711,General Fund,POLICE,Software,"-5,200"
1001,42400,101,570720,General Fund,POLICE,Computer Equipment,"-5,000"
1001,42400,101,570725,General Fund,POLICE,Office Equipment,"-5,000"
1001,44550,101,510501,General Fund,HEALTH - Health Services,Regular Salaries,"-416,200"
1001,44550,612,510501,General Fund,HEALTH - Health Services,Regular Salaries,"-193,943"
1001,44550,613,510501,General Fund,HEALTH - Health Services,Regular Salaries,"-177,379"
1001,44550,615,510501,General Fund,HEALTH - Health Services,Regular Salaries,"-42,952"
1001,44550,101,510501,General Fund,HEALTH - Health Services,Regular Salaries,-
1001,44550,612,510503,General Fund,HEALTH - Health Services,Overtime,"-5,000"
1001,44550,615,510503,General Fund,HEALTH - Health Services,Overtime,-500
1001,44550,101,510999,General Fund,HEALTH - Health Services,Grant Admin. - Salaries,"358,806"
1001,44550,612,510506,General Fund,HEALTH - Health Services,"Equip Allow (Auto,Phone,Tools)",-882
1001,44550,613,510506,General Fund,HEALTH - Health Services,"Equip Allow (Auto, Phone, Tools)",-504
1001,44550,612,510509,General Fund,HEALTH - Health Services,Comp Time Payout,-
1001,44550,101,510519,General Fund,HEALTH - Health Services,Vacation Time Payout,-
1001,44550,613,510519,General Fund,HEALTH - Health Services,Vacation Time Payout,-
1001,44550,613,520515,General Fund,HEALTH - Health Services,Health Insurance Opt Out,-
1001,44550,101,520520,General Fund,HEALTH - Health Services,Life Insurance Expense,-465
1001,44550,612,520520,General Fund,HEALTH - Health Services,Life Insurance Expense,-279
1001,44550,613,520520,General Fund,HEALTH - Health Services,Life Insurance Expense,-147
1001,44550,615,520520,General Fund,HEALTH - Health Services,Life Insurance Expense,-93
1001,44550,101,520521,General Fund,HEALTH - Health Services,Health Insurance Expense,"-90,678"
1001,44550,612,520521,General Fund,HEALTH - Health Services,Health Insurance Expense,"-64,246"
1001,44550,613,520521,General Fund,HEALTH - Health Services,Health Insurance Expense,"-13,290"
1001,44550,615,520521,General Fund,HEALTH - Health Services,Health Insurance Expense,-
1001,44550,101,520522,General Fund,HEALTH - Health Services,Social Security Expense,"-25,804"
1001,44550,612,520522,General Fund,HEALTH - Health Services,Social Security Expense,"-12,024"
1001,44550,613,520522,General Fund,HEALTH - Health Services,Social Security Expense,"-10,997"
1001,44550,615,520522,General Fund,HEALTH - Health Services,Social Security Expense,"-2,663"
1001,44550,101,520523,General Fund,HEALTH - Health Services,Medicare Expense,"-6,035"
1001,44550,612,520523,General Fund,HEALTH - Health Services,Medicare Expense,"-2,812"
1001,44550,613,520523,General Fund,HEALTH - Health Services,Medicare Expense,"-2,572"
1001,44550,615,520523,General Fund,HEALTH - Health Services,Medicare Expense,-623
1001,44550,101,520527,General Fund,HEALTH - Health Services,IMRF Contributions,"-23,141"
1001,44550,612,520527,General Fund,HEALTH - Health Services,IMRF Contributions,"-10,377"
1001,44550,613,520527,General Fund,HEALTH - Health Services,IMRF Contributions,"-9,862"
1001,44550,615,520527,General Fund,HEALTH - Health Services,IMRF Contributions,"-2,388"
1001,44550,101,520999,General Fund,HEALTH - Health Services,Grant Admin. - Benefits,"40,242"
1001,44550,612,530650,General Fund,HEALTH - Health Services,Conferences Training,"-1,944"
1001,44550,613,530650,General Fund,HEALTH - Health Services,Conferences Training,"-1,894"
1001,44550,615,530650,General Fund,HEALTH - Health Services,Conferences Training,-500
1001,44550,101,530667,General Fund,HEALTH - Health Services,External Support,"-15,700"
1001,44550,612,530667,General Fund,HEALTH - Health Services,External Support,"-33,000"
1001,44550,613,530667,General Fund,HEALTH - Health Services,External Support,-
1001,44550,615,530667,General Fund,HEALTH - Health Services,External Support,"-127,500"
1001,44550,612,550601,General Fund,HEALTH - Health Services,Printing,-400
1001,44550,615,550601,General Fund,HEALTH - Health Services,Printing,-300
1001,44550,101,550602,General Fund,HEALTH - Health Services,Membership Dues,-750
1001,44550,612,550602,General Fund,HEALTH - Health Services,Membership Dues,-625
1001,44550,101,550603,General Fund,HEALTH - Health Services,Postage,-600
1001,44550,615,550603,General Fund,HEALTH - Health Services,Postage,"-2,500"
1001,44550,101,550605,General Fund,HEALTH - Health Services,Travel & Mileage Reimbursement,-200
1001,44550,612,550605,General Fund,HEALTH - Health Services,Travel & Mileage Reimbursement,-100
1001,44550,613,550605,General Fund,HEALTH - Health Services,Travel & Mileage Reimbursement,-250
1001,44550,101,560620,General Fund,HEALTH - Health Services,Office Supplies,"-1,500"
1001,44550,615,560625,General Fund,HEALTH - Health Services,Clothing,-560
1001,44550,101,560631,General Fund,HEALTH - Health Services,Operational Supplies,-
1001,44550,612,560631,General Fund,HEALTH - Health Services,Operational Supplies,-500
1001,44550,613,560631,General Fund,HEALTH - Health Services,Operational Supplies,"-3,000"
1001,44550,615,560631,General Fund,HEALTH - Health Services,Operational Supplies,"-2,000"
1001,43700,101,510501,General Fund,DPW - Engineering,Regular Salaries,"-103,294"
1001,43700,722,510501,General Fund,DPW - Engineering,Regular Salaries,"-56,029"
1001,43700,723,510501,General Fund,DPW - Engineering,Regular Salaries,"-142,706"
1001,43700,777,510501,General Fund,DPW - Engineering,Regular Salaries,"-36,793"
1001,43700,101,510503,General Fund,DPW - Engineering,Overtime,-
1001,43700,101,510515,General Fund,DPW - Engineering,Comp Time,-
1001,43700,101,510519,General Fund,DPW - Engineering,Vacation Time Payout,-
1001,43700,101,520520,General Fund,DPW - Engineering,Life Insurance Expense,-74
1001,43700,722,520520,General Fund,DPW - Engineering,Life Insurance Expense,-47
1001,43700,723,520520,General Fund,DPW - Engineering,Life Insurance Expense,-130
1001,43700,777,520520,General Fund,DPW - Engineering,Life Insurance Expense,-47
1001,43700,101,520521,General Fund,DPW - Engineering,Health Insurance Expense,"-17,196"
1001,43700,722,520521,General Fund,DPW - Engineering,Health Insurance Expense,"-11,452"
1001,43700,723,520521,General Fund,DPW - Engineering,Health Insurance Expense,"-17,602"
1001,43700,777,520521,General Fund,DPW - Engineering,Health Insurance Expense,-
1001,43700,101,520522,General Fund,DPW - Engineering,Social Security Expense,"-5,985"
1001,43700,722,520522,General Fund,DPW - Engineering,Social Security Expense,"-3,456"
1001,43700,723,520522,General Fund,DPW - Engineering,Social Security Expense,"-8,848"
1001,43700,777,520522,General Fund,DPW - Engineering,Social Security Expense,"-2,215"
1001,43700,101,520523,General Fund,DPW - Engineering,Medicare Expense,"-1,498"
1001,43700,722,520523,General Fund,DPW - Engineering,Medicare Expense,-812
1001,43700,723,520523,General Fund,DPW - Engineering,Medicare Expense,"-2,069"
1001,43700,777,520523,General Fund,DPW - Engineering,Medicare Expense,-518
1001,43700,101,520527,General Fund,DPW - Engineering,IMRF Contributions,"-5,743"
1001,43700,722,520527,General Fund,DPW - Engineering,IMRF Contributions,"-3,115"
1001,43700,723,520527,General Fund,DPW - Engineering,IMRF Contributions,"-7,934"
1001,43700,777,520527,General Fund,DPW - Engineering,IMRF Contributions,"-1,986"
1001,43700,723,530650,General Fund,DPW - Engineering,Conferences Training,"-1,500"
1001,43700,101,530667,General Fund,DPW - Engineering,External Support,"-176,680"
1001,43700,723,530667,General Fund,DPW - Engineering,External Support,"-160,000"
1001,43700,722,550601,General Fund,DPW - Engineering,Printing,-250
1001,43700,723,550602,General Fund,DPW - Engineering,Membership Dues,-940
1001,43700,101,550603,General Fund,DPW - Engineering,Postage,"-3,000"
1001,43700,421,550603,General Fund,DPW - Engineering,Postage,-
1001,43700,721,550603,General Fund,DPW - Engineering,Postage,-
1001,43700,722,550603,General Fund,DPW - Engineering,Postage,-
1001,43700,723,550603,General Fund,DPW - Engineering,Postage,-300
1001,43700,723,550663,General Fund,DPW - Engineering,Software License Updates,"-28,898"
1001,43700,101,550671,General Fund,DPW - Engineering,Office Machine Service,-
1001,43700,722,550671,General Fund,DPW - Engineering,Office Machine Service,-
1001,43700,101,560620,General Fund,DPW - Engineering,Office Supplies,-400
1001,43700,722,560620,General Fund,DPW - Engineering,Office Supplies,-450
1001,43700,101,560631,General Fund,DPW - Engineering,Operational Supplies,-
1001,43700,101,560730,General Fund,DPW - Engineering,Reference Material,-
1001,43700,723,560730,General Fund,DPW - Engineering,Reference Material,-500
1001,43710,101,510501,General Fund,DPW - Administration,Regular Salaries,"-503,186"
1001,43710,101,510503,General Fund,DPW - Administration,Overtime,"-3,000"
1001,43710,101,510515,General Fund,DPW - Administration,Comp Time,-
1001,43710,101,510506,General Fund,DPW - Administration,"Equip Allow (Auto,Phone,Tools)",-
1001,43710,101,510509,General Fund,DPW - Administration,Comp Time Payout,-
1001,43710,101,520515,General Fund,DPW - Administration,Health Insurance Opt Out,-
1001,43710,101,520520,General Fund,DPW - Administration,Life Insurance Expense,-605
1001,43710,101,520521,General Fund,DPW - Administration,Health Insurance Expense,"-62,592"
1001,43710,101,520522,General Fund,DPW - Administration,Social Security Expense,"-27,869"
1001,43710,101,520523,General Fund,DPW - Administration,Medicare Expense,"-7,296"
1001,43710,101,520527,General Fund,DPW - Administration,IMRF Contributions,"-27,977"
1001,43710,101,530650,General Fund,DPW - Administration,Conferences Training,"-5,000"
1001,43710,710,530650,General Fund,DPW - Administration,Conferences Training,-
1001,43710,101,530667,General Fund,DPW - Administration,External Support,-
1001,43710,101,540690,General Fund,DPW - Administration,Telecommunication Charges,-600
1001,43710,101,550601,General Fund,DPW - Administration,Printing,-
1001,43710,101,550602,General Fund,DPW - Administration,Membership Dues,"-2,600"
1001,43710,710,550602,General Fund,DPW - Administration,Membership Dues,-500
1001,43710,101,550603,General Fund,DPW - Administration,Postage,"-2,000"
1001,43710,101,550652,General Fund,DPW - Administration,Legal Postings and Doc. Fees,"-2,500"
1001,43710,101,550671,General Fund,DPW - Administration,Office Machine Service,-
1001,43710,101,560620,General Fund,DPW - Administration,Office Supplies,"-4,000"
1001,43710,101,560625,General Fund,DPW - Administration,Clothing,-
1001,43710,101,560631,General Fund,DPW - Administration,Operational Supplies,"-4,000"
1001,43710,710,560631,General Fund,DPW - Administration,Operational Supplies,"-9,000"
1001,43720,101,510501,General Fund,DPW - Street Lighting,Regular Salaries,-
1001,43720,751,510501,General Fund,DPW - Street Lighting,Regular Salaries,-
1001,43720,752,510501,General Fund,DPW - Street Lighting,Regular Salaries,-
1001,43720,753,510501,General Fund,DPW - Street Lighting,Regular Salaries,-
1001,43720,101,510503,General Fund,DPW - Street Lighting,Overtime,-
1001,43720,751,510503,General Fund,DPW - Street Lighting,Overtime,-
1001,43720,752,510503,General Fund,DPW - Street Lighting,Overtime,-
1001,43720,753,510503,General Fund,DPW - Street Lighting,Overtime,-
1001,43720,101,520515,General Fund,DPW - Street Lighting,Health Insurance Opt Out,-
1001,43720,753,510519,General Fund,DPW - Street Lighting,Vacation Time Payout,-
1001,43720,752,510519,General Fund,DPW - Street Lighting,Vacation Time Payout,-
1001,43720,101,510519,General Fund,DPW - Street Lighting,Vacation Time Payout,-
1001,43720,751,510519,General Fund,DPW - Street Lighting,Vacation Time Payout,-
1001,43720,101,520520,General Fund,DPW - Street Lighting,Life Insurance Expense,-
1001,43720,751,520520,General Fund,DPW - Street Lighting,Life Insurance Expense,-
1001,43720,752,520520,General Fund,DPW - Street Lighting,Life Insurance Expense,-
1001,43720,753,520520,General Fund,DPW - Street Lighting,Life Insurance Expense,-
1001,43720,101,520521,General Fund,DPW - Street Lighting,Health Insurance Expense,-
1001,43720,751,520521,General Fund,DPW - Street Lighting,Health Insurance Expense,-
1001,43720,752,520521,General Fund,DPW - Street Lighting,Health Insurance Expense,-
1001,43720,753,520521,General Fund,DPW - Street Lighting,Health Insurance Expense,-
1001,43720,101,520522,General Fund,DPW - Street Lighting,Social Security Expense,-
1001,43720,751,520522,General Fund,DPW - Street Lighting,Social Security Expense,-
1001,43720,752,520522,General Fund,DPW - Street Lighting,Social Security Expense,-
1001,43720,753,520522,General Fund,DPW - Street Lighting,Social Security Expense,-
1001,43720,101,520523,General Fund,DPW - Street Lighting,Medicare Expense,-
1001,43720,751,520523,General Fund,DPW - Street Lighting,Medicare Expense,-
1001,43720,752,520523,General Fund,DPW - Street Lighting,Medicare Expense,-
1001,43720,753,520523,General Fund,DPW - Street Lighting,Medicare Expense,-
1001,43720,101,520527,General Fund,DPW - Street Lighting,IMRF Contributions,-
1001,43720,751,520527,General Fund,DPW - Street Lighting,IMRF Contributions,-
1001,43720,752,520527,General Fund,DPW - Street Lighting,IMRF Contributions,-
1001,43720,753,520527,General Fund,DPW - Street Lighting,IMRF Contributions,-
1001,43720,101,530650,General Fund,DPW - Street Lighting,Conferences Training,"-3,000"
1001,43720,751,530660,General Fund,DPW - Street Lighting,General Contractuals,"-45,000"
1001,43720,752,530660,General Fund,DPW - Street Lighting,General Contractuals,"-10,000"
1001,43720,753,530660,General Fund,DPW - Street Lighting,General Contractuals,"-60,000"
1001,43720,751,540692,General Fund,DPW - Street Lighting,Electricity,-
1001,43720,101,550602,General Fund,DPW - Street Lighting,Membership Dues,-200
1001,43720,101,550632,General Fund,DPW - Street Lighting,Laundry Service,-
1001,43720,753,550671,General Fund,DPW - Street Lighting,Office Machine Service,"-2,500"
1001,43720,752,550673,General Fund,DPW - Street Lighting,Repairs,"-1,000"
1001,43720,753,550673,General Fund,DPW - Street Lighting,Repairs,-750
1001,43720,101,560625,General Fund,DPW - Street Lighting,Clothing,"-1,700"
1001,43720,751,560631,General Fund,DPW - Street Lighting,Operational Supplies,"-1,000"
1001,43720,752,560631,General Fund,DPW - Street Lighting,Operational Supplies,"-1,000"
1001,43720,753,560631,General Fund,DPW - Street Lighting,Operational Supplies,"-1,000"
1001,43720,751,560633,General Fund,DPW - Street Lighting,Roadway Maintenance,"-40,000"
1001,43720,752,560633,General Fund,DPW - Street Lighting,Roadway Maintenance,"-10,000"
1001,43720,751,570710,General Fund,DPW - Street Lighting,Equipment,-
1001,43740,101,510501,General Fund,DPW - Street Services,Regular Salaries,"-183,103"
1001,43740,761,510501,General Fund,DPW - Street Services,Regular Salaries,-
1001,43740,764,510501,General Fund,DPW - Street Services,Regular Salaries,-
1001,43740,765,510501,General Fund,DPW - Street Services,Regular Salaries,"-80,262"
1001,43740,766,510501,General Fund,DPW - Street Services,Regular Salaries,-
1001,43740,101,510503,General Fund,DPW - Street Services,Overtime,-
1001,43740,761,510503,General Fund,DPW - Street Services,Overtime,-
1001,43740,764,510503,General Fund,DPW - Street Services,Overtime,-
1001,43740,765,510503,General Fund,DPW - Street Services,Overtime,-
1001,43740,766,510503,General Fund,DPW - Street Services,Overtime,-
1001,43740,101,510518,General Fund,DPW - Street Services,Seasonal Employees,-
1001,43740,101,510506,General Fund,DPW - Street Services,"Equip Allow (Auto,Phone,Tools)",-550
1001,43740,761,510519,General Fund,DPW - Street Services,Vacation Time Payout,-
1001,43740,101,520520,General Fund,DPW - Street Services,Life Insurance Expense,-186
1001,43740,761,520520,General Fund,DPW - Street Services,Life Insurance Expense,-
1001,43740,764,520520,General Fund,DPW - Street Services,Life Insurance Expense,-
1001,43740,765,520520,General Fund,DPW - Street Services,Life Insurance Expense,-126
1001,43740,766,520520,General Fund,DPW - Street Services,Life Insurance Expense,-
1001,43740,101,520521,General Fund,DPW - Street Services,Health Insurance Expense,"-8,534"
1001,43740,761,520521,General Fund,DPW - Street Services,Health Insurance Expense,-
1001,43740,765,520521,General Fund,DPW - Street Services,Health Insurance Expense,"-18,538"
1001,43740,766,520521,General Fund,DPW - Street Services,Health Insurance Expense,-
1001,43740,761,520515,General Fund,DPW - Street Services,Health Insurance Opt Out,
1001,43740,765,520515,General Fund,DPW - Street Services,Health Insurance Opt Out,
1001,43740,101,520522,General Fund,DPW - Street Services,Social Security Expense,"-11,352"
1001,43740,761,520522,General Fund,DPW - Street Services,Social Security Expense,-
1001,43740,764,520522,General Fund,DPW - Street Services,Social Security Expense,-
1001,43740,765,520522,General Fund,DPW - Street Services,Social Security Expense,"-4,976"
1001,43740,766,520522,General Fund,DPW - Street Services,Social Security Expense,-
1001,43740,101,520523,General Fund,DPW - Street Services,Medicare Expense,"-2,655"
1001,43740,761,520523,General Fund,DPW - Street Services,Medicare Expense,-
1001,43740,764,520523,General Fund,DPW - Street Services,Medicare Expense,-
1001,43740,765,520523,General Fund,DPW - Street Services,Medicare Expense,"-1,164"
1001,43740,766,520523,General Fund,DPW - Street Services,Medicare Expense,-
1001,43740,101,520527,General Fund,DPW - Street Services,IMRF Contributions,"-9,774"
1001,43740,761,520527,General Fund,DPW - Street Services,IMRF Contributions,-
1001,43740,764,520527,General Fund,DPW - Street Services,IMRF Contributions,-
1001,43740,765,520527,General Fund,DPW - Street Services,IMRF Contributions,"-4,463"
1001,43740,766,520527,General Fund,DPW - Street Services,IMRF Contributions,-
1001,43740,101,530650,General Fund,DPW - Street Services,Conferences Training,"-4,600"
1001,43740,761,530660,General Fund,DPW - Street Services,General Contractuals,"-123,000"
1001,43740,765,530660,General Fund,DPW - Street Services,General Contractuals,-
1001,43740,761,530667,General Fund,DPW - Street Services,External Support,-
1001,43740,765,530667,General Fund,DPW - Street Services,External Support,"-85,000"
1001,43740,101,550602,General Fund,DPW - Street Services,Membership Dues,-200
1001,43740,101,550632,General Fund,DPW - Street Services,Laundry Service,"-3,000"
1001,43740,761,550673,General Fund,DPW - Street Services,Repairs,"-1,000"
1001,43740,101,560620,General Fund,DPW - Street Services,Office Supplies,-200
1001,43740,101,560625,General Fund,DPW - Street Services,Clothing,"-3,500"
1001,43740,761,560631,General Fund,DPW - Street Services,Operational Supplies,"-10,000"
1001,43740,765,560631,General Fund,DPW - Street Services,Operational Supplies,"-2,000"
1001,43740,761,560633,General Fund,DPW - Street Services,Roadway Maintenance,-
1001,43740,765,560633,General Fund,DPW - Street Services,Roadway Maintenance,-
1001,43740,761,560634,General Fund,DPW - Street Services,Sign Replacement,"-50,000"
1001,43740,761,570710,General Fund,DPW - Street Services,Equipment,"-2,600"
1001,43790,101,510501,General Fund,DPW - Building Maintenance,Regular Salaries,"-176,079"
1001,43790,101,510503,General Fund,DPW - Building Maintenance,Overtime,-
1001,43790,101,520520,General Fund,DPW - Building Maintenance,Life Insurance Expense,-186
1001,43790,101,520521,General Fund,DPW - Building Maintenance,Health Insurance Expense,"-40,401"
1001,43790,101,520522,General Fund,DPW - Building Maintenance,Social Security Expense,"-10,917"
1001,43790,101,520523,General Fund,DPW - Building Maintenance,Medicare Expense,"-2,553"
1001,43790,101,520527,General Fund,DPW - Building Maintenance,IMRF Contributions,"-9,790"
1001,43790,101,530650,General Fund,DPW - Building Maintenance,Conferences Training,-500
1001,43790,711,530660,General Fund,DPW - Building Maintenance,General Contractuals,"-360,000"
1001,43790,712,530660,General Fund,DPW - Building Maintenance,General Contractuals,-
1001,43790,713,530660,General Fund,DPW - Building Maintenance,General Contractuals,"-200,000"
1001,43790,714,530660,General Fund,DPW - Building Maintenance,General Contractuals,"-27,000"
1001,43790,717,530660,General Fund,DPW - Building Maintenance,General Contractuals,"-90,000"
1001,43790,101,540674,General Fund,DPW - Building Maintenance,Property Repair,-
1001,43790,711,540674,General Fund,DPW - Building Maintenance,Property Repair,"-80,000"
1001,43790,712,540674,General Fund,DPW - Building Maintenance,Property Repair,-
1001,43790,713,540674,General Fund,DPW - Building Maintenance,Property Repair,"-60,000"
1001,43790,714,540674,General Fund,DPW - Building Maintenance,Property Repair,"-10,000"
1001,43790,717,540674,General Fund,DPW - Building Maintenance,Property Repair,"-1,500"
1001,43790,711,540691,General Fund,DPW - Building Maintenance,Water Charges,"-30,000"
1001,43790,713,540691,General Fund,DPW - Building Maintenance,Water Charges,"-5,000"
1001,43790,714,540691,General Fund,DPW - Building Maintenance,Water Charges,"-7,000"
1001,43790,717,540691,General Fund,DPW - Building Maintenance,Water Charges,-500
1001,43790,713,540692,General Fund,DPW - Building Maintenance,Electricity,"-125,000"
1001,43790,714,540692,General Fund,DPW - Building Maintenance,Electricity,"-10,000"
1001,43790,717,540692,General Fund,DPW - Building Maintenance,Electricity,-
1001,43790,717,540693,General Fund,DPW - Building Maintenance,Natural Gas,-700
1001,43790,101,560625,General Fund,DPW - Building Maintenance,Clothing,-300
1001,43790,711,560627,General Fund,DPW - Building Maintenance,Building Materials,"-60,000"
1001,43790,712,560627,General Fund,DPW - Building Maintenance,Building Materials,-
