Fund ID,Department ID,Program ID,Account ID,Fund,Department,Description,Function,Actuals 2013,Actuals 2014,Actuals 2015,Actuals 2016,Actuals 2017,Actuals 2018,Actuals 2019,Actuals 2020,Actuals 2021,Estimates 2022,Estimates 2023,Department Description,Fund Description
1001,42400,101,550605,General Fund,Police,Travel & Mileage Reimbursement,Policing and Adjudication,746,477,0,272,533,909,402,76,178,1187,250,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,101,550606,General Fund,Police,Books & Subscriptions,Policing and Adjudication,1150,1040,4256,4440,5147,2575,709,0,4,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,101,550601,General Fund,Police,Printing,Policing and Adjudication,980,305,5586,4021,9375,6519,6954,1644,2768,3000,3000,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,101,550602,General Fund,Police,Membership Dues,Policing and Adjudication,4584,4382,17842,7783,13033,2682,3204,3155,5801,5395,6270,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,101,550603,General Fund,Police,Postage,Policing and Adjudication,2097,2139,1284,1676,1719,3716,2924,2249,3150,3000,3000,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,101,540659,General Fund,Police,Lease Payments‐ 2‐10 Chicago Ave,Policing and Adjudication,0,0,0,7468,15618,41234,49685,10200,10500,10800,11100,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,101,560640,General Fund,Police,Resale Merchandise,Policing and Adjudication,0,1325,0,0,0,0,0,0,0,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,101,560628,General Fund,Police,Lab Supplies,Policing and Adjudication,2226,880,0,2581,5680,7373,7697,8105,5004,5000,5000,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,101,560620,General Fund,Police,Office Supplies,Policing and Adjudication,5667,6077,9132,7229,7041,8373,7602,7769,6279,6500,6500,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,101,560625,General Fund,Police,Clothing,Policing and Adjudication,10500,24332,9184,7911,95994,97485,72285,19981,20126,21000,23000,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,101,550673,General Fund,Police,Repairs,Policing and Adjudication,134,71,0,0,875,384,0,0,0,1000,2500,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,101,550705,General Fund,Police,Ammunition and Guns,Policing and Adjudication,0,0,9192,0,0,0,0,0,0,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,560651,General Fund,Police,Employees Awards Recognition,Policing and Adjudication,0,0,218,0,0,0,0,0,0,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,510508,General Fund,Police,CTA Patrol Pay,Policing and Adjudication,73531,121348,120452,85714,57430,76251,112015,137132,159405,190000,190000,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,510509,General Fund,Police,Comp Time Payout,Policing and Adjudication,0,67271,0,0,0,100488,85539,89362,74851,90000,92000,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,510501,General Fund,Police,Regular Salaries,Policing and Adjudication,5995333,5807829,5811455,5582146,7878420,7875182,7887477,8939596,8477297,8029000,8590074,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,510503,General Fund,Police,Overtime,Policing and Adjudication,165424,157810,236143,284607,695664,529154,479768,313568,323871,538000,538690,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,520999,General Fund,Police,Grant Admin. ‐ Benefits,Policing and Adjudication,0,0,0,0,0,-10,0,0,0,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,550705,General Fund,Police,Ammunition and Guns,Policing and Adjudication,300,0,4829,0,0,0,0,0,0,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,510999,General Fund,Police,Grant Admin. ‐ Salaries,Policing and Adjudication,0,0,0,0,0,-679,0,0,0,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,530650,General Fund,Police,Conferences Training,Policing and Adjudication,3920,13460,11465,538,172,0,0,0,0,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,560631,General Fund,Police,Operational Supplies,Policing and Adjudication,1704,462,133,0,108,0,0,0,0,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,520515,General Fund,Police,Health Insurance Opt Out,Policing and Adjudication,7221,7336,14114,15086,14461,10249,448,4827,193,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,560625,General Fund,Police,Clothing,Policing and Adjudication,63601,100839,76167,69252,13735,24199,82473,82150,74122,80000,87500,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,550603,General Fund,Police,Postage,Policing and Adjudication,0,0,0,51,0,0,0,0,0,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,550601,General Fund,Police,Printing,Policing and Adjudication,206,41,248,206,328,0,0,0,0,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,550605,General Fund,Police,Travel & Mileage Reimbursement,Policing and Adjudication,423,152,0,0,0,0,0,0,0,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,550602,General Fund,Police,Membership Dues,Policing and Adjudication,50,0,1800,360,0,0,0,0,0,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,550656,General Fund,Police,Miscellaneous Expense,Policing and Adjudication,0,0,0,220,23,0,0,0,0,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,540690,General Fund,Police,Telecommunication Charges,Policing and Adjudication,0,0,2574,0,0,0,0,0,0,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,510521,General Fund,Police,Holiday Pay,Policing and Adjudication,0,0,0,161,0,0,0,0,0,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,550694,General Fund,Police,Contractual Disposal Costs,Policing and Adjudication,1100,0,0,0,0,0,0,0,0,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,520521,General Fund,Police,Health Insurance Expense,Policing and Adjudication,1051369,1013749,1125557,1157664,1543588,1403736,1385308,1275549,1245240,1200000,1701794,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,520520,General Fund,Police,Life Insurance Expense,Policing and Adjudication,3491,2883,3477,6143,8835,8558,8099,8718,8114,7600,8649,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,520523,General Fund,Police,Medicare Expense,Policing and Adjudication,83598,83106,82604,80740,117609,121081,121391,129820,125855,118939,132367,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,520522,General Fund,Police,Social Security Expense,Policing and Adjudication,35499,32988,34749,31726,39409,31325,39825,38917,36875,35650,36385,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,520527,General Fund,Police,IMRF Contributions,Policing and Adjudication,88319,87332,102638,76300,70316,71295,26298,59913,53065,31500,16021,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,520526,General Fund,Police,Dental Insurance Expense,Policing and Adjudication,5122,4997,4497,4872,8600,0,0,0,0,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,540699,General Fund,Police,Hardware Maintenance,Policing and Adjudication,898,0,0,0,0,0,0,0,0,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,510510,General Fund,Police,Sick Time Payout,Policing and Adjudication,37146,29360,43249,40783,0,43151,28875,29774,31325,50000,52000,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,510515,General Fund,Police,Comp Time,Policing and Adjudication,0,0,0,0,0,32930,1223,10297,18463,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,510514,General Fund,Police,Court Time,Policing and Adjudication,93711,82143,53143,62427,107181,106883,123710,34554,41702,75000,75000,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,412,510519,General Fund,Police,Vacation Time Payout,Policing and Adjudication,41903,2004,33966,263,12276,23093,35504,13356,19760,30000,32000,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,421,520523,General Fund,Police,Medicare Expense,Policing and Adjudication,49004,50201,47980,45839,49304,49217,54422,47563,52828,52840,67540,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,421,520522,General Fund,Police,Social Security Expense,Policing and Adjudication,2792,2903,2775,2874,14785,20167,32665,32854,32222,33327,31106,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,421,520520,General Fund,Police,Life Insurance Expense,Policing and Adjudication,1536,1536,1752,3094,3627,3711,3827,3455,3688,3700,4464,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,421,520527,General Fund,Police,IMRF Contributions,Policing and Adjudication,6674,7338,6543,6819,27668,35558,35795,50703,46497,31800,14997,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,421,530670,General Fund,Police,Audit Service Fees,Policing and Adjudication,0,6750,0,0,0,0,0,0,0,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,421,530667,General Fund,Police,External Support,Policing and Adjudication,466,20,0,0,0,0,0,0,0,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,421,530660,General Fund,Police,General Contractuals,Policing and Adjudication,358471,363648,355093,366557,406387,0,0,0,0,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,421,520521,General Fund,Police,Health Insurance Expense,Policing and Adjudication,502556,546397,607990,629732,648326,557095,547603,654514,648321,627000,967548,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,421,520526,General Fund,Police,Dental Insurance Expense,Policing and Adjudication,2033,2832,3241,3067,1800,0,0,0,0,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,421,540690,General Fund,Police,Telecommunication Charges,Policing and Adjudication,0,772,0,0,0,0,0,0,0,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,421,550601,General Fund,Police,Printing,Policing and Adjudication,206,0,0,82,82,0,0,0,0,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,421,560631,General Fund,Police,Operational Supplies,Policing and Adjudication,295,23,0,0,0,0,0,0,0,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,421,560625,General Fund,Police,Clothing,Policing and Adjudication,21395,30165,25693,27338,1535,4876,23852,19050,27091,30000,34000,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,421,520999,General Fund,Police,Grant Admin. ‐ Benefits,Policing and Adjudication,0,0,0,0,0,-9,0,0,0,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,421,550656,General Fund,Police,Miscellaneous Expense,Policing and Adjudication,0,164,0,0,0,0,0,0,0,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,421,510515,General Fund,Police,Comp Time,Policing and Adjudication,0,0,0,0,0,18013,0,683,2169,0,0,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
1001,42400,421,510514,General Fund,Police,Court Time,Policing and Adjudication,46143,35024,29307,35836,31318,29003,16017,6538,8909,20000,20000,The Police department has both sworn police officers and civilian personnel assigned to one of two bureaus: Field Services or Support Services. The Police Department employs about 40% of all Village employees.,"The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology."
