"Fund ID","Department ID","Program ID","Account ID","Fund","Fund Description","Function","Function Description","Department","Department Description","Description","Actuals 2013","Actuals 2014","Actuals 2015","Actuals 2016","Actuals 2017","Actuals 2018","Actuals 2019","Actuals 2020","Actuals 2021","Estimates 2022","Estimates 2023"
"1001","41020","202","520521","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","General Government","The General Government function includes departments, personnel, and elected officials responsible for managing the Village's day-to-day operations. These costs are primarily funded through the General Fund.","Village Manager's Office (VMO)","The Village Manager’s Office is responsible for overseeing the day-to-day operations of the Village. The Village Manager is appointed by the Board of Trustees and serves as the chief administrative officer of the Village.","Health Insurance Expense","0","0","0","0","0","0","0","0","0","0","79081"
"1001","41020","202","520520","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","General Government","The General Government function includes departments, personnel, and elected officials responsible for managing the Village's day-to-day operations. These costs are primarily funded through the General Fund.","Village Manager's Office (VMO)","The Village Manager’s Office is responsible for overseeing the day-to-day operations of the Village. The Village Manager is appointed by the Board of Trustees and serves as the chief administrative officer of the Village.","Life Insurance Expense","0","0","0","0","0","0","0","0","0","0","372"
"1001","41020","202","560631","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","General Government","The General Government function includes departments, personnel, and elected officials responsible for managing the Village's day-to-day operations. These costs are primarily funded through the General Fund.","Village Manager's Office (VMO)","The Village Manager’s Office is responsible for overseeing the day-to-day operations of the Village. The Village Manager is appointed by the Board of Trustees and serves as the chief administrative officer of the Village.","Operational Supplies","0","0","0","0","0","0","0","0","0","0","2500"
"1001","41020","202","550605","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","General Government","The General Government function includes departments, personnel, and elected officials responsible for managing the Village's day-to-day operations. These costs are primarily funded through the General Fund.","Village Manager's Office (VMO)","The Village Manager’s Office is responsible for overseeing the day-to-day operations of the Village. The Village Manager is appointed by the Board of Trustees and serves as the chief administrative officer of the Village.","Travel & Mileage Reimbursement","0","0","0","0","0","0","0","0","0","0","50"
"1001","41020","202","560620","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","General Government","The General Government function includes departments, personnel, and elected officials responsible for managing the Village's day-to-day operations. These costs are primarily funded through the General Fund.","Village Manager's Office (VMO)","The Village Manager’s Office is responsible for overseeing the day-to-day operations of the Village. The Village Manager is appointed by the Board of Trustees and serves as the chief administrative officer of the Village.","Office Supplies","0","0","0","0","0","0","0","0","0","0","500"
"1001","41020","202","520523","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","General Government","The General Government function includes departments, personnel, and elected officials responsible for managing the Village's day-to-day operations. These costs are primarily funded through the General Fund.","Village Manager's Office (VMO)","The Village Manager’s Office is responsible for overseeing the day-to-day operations of the Village. The Village Manager is appointed by the Board of Trustees and serves as the chief administrative officer of the Village.","Medicare Expense","0","0","0","0","0","0","0","0","0","0","4636"
"1001","41020","202","530660","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","General Government","The General Government function includes departments, personnel, and elected officials responsible for managing the Village's day-to-day operations. These costs are primarily funded through the General Fund.","Village Manager's Office (VMO)","The Village Manager’s Office is responsible for overseeing the day-to-day operations of the Village. The Village Manager is appointed by the Board of Trustees and serves as the chief administrative officer of the Village.","General Contractuals","0","0","0","0","0","0","0","0","0","0","120000"
"1001","41020","202","530667","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","General Government","The General Government function includes departments, personnel, and elected officials responsible for managing the Village's day-to-day operations. These costs are primarily funded through the General Fund.","Village Manager's Office (VMO)","The Village Manager’s Office is responsible for overseeing the day-to-day operations of the Village. The Village Manager is appointed by the Board of Trustees and serves as the chief administrative officer of the Village.","External Support","0","0","0","0","0","0","0","0","0","0","33500"
"1001","41020","202","530650","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","General Government","The General Government function includes departments, personnel, and elected officials responsible for managing the Village's day-to-day operations. These costs are primarily funded through the General Fund.","Village Manager's Office (VMO)","The Village Manager’s Office is responsible for overseeing the day-to-day operations of the Village. The Village Manager is appointed by the Board of Trustees and serves as the chief administrative officer of the Village.","Conferences Training","0","0","0","0","0","0","0","0","0","0","3000"
"1001","41020","314","550689","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","General Government","The General Government function includes departments, personnel, and elected officials responsible for managing the Village's day-to-day operations. These costs are primarily funded through the General Fund.","Village Manager's Office (VMO)","The Village Manager’s Office is responsible for overseeing the day-to-day operations of the Village. The Village Manager is appointed by the Board of Trustees and serves as the chief administrative officer of the Village.","Operational Maintenance Support","0","1550","0","0","0","0","0","0","0","0","0"
"1001","41020","321","530662","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","General Government","The General Government function includes departments, personnel, and elected officials responsible for managing the Village's day-to-day operations. These costs are primarily funded through the General Fund.","Village Manager's Office (VMO)","The Village Manager’s Office is responsible for overseeing the day-to-day operations of the Village. The Village Manager is appointed by the Board of Trustees and serves as the chief administrative officer of the Village.","Boards Commissions Support","0","0","0","465","20","0","0","0","0","0","0"
"1001","41020","332","550652","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","General Government","The General Government function includes departments, personnel, and elected officials responsible for managing the Village's day-to-day operations. These costs are primarily funded through the General Fund.","Village Manager's Office (VMO)","The Village Manager’s Office is responsible for overseeing the day-to-day operations of the Village. The Village Manager is appointed by the Board of Trustees and serves as the chief administrative officer of the Village.","Legal Postings and Doc. Fees","0","0","171","0","0","0","0","0","0","0","0"
"1001","41020","332","530667","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","General Government","The General Government function includes departments, personnel, and elected officials responsible for managing the Village's day-to-day operations. These costs are primarily funded through the General Fund.","Village Manager's Office (VMO)","The Village Manager’s Office is responsible for overseeing the day-to-day operations of the Village. The Village Manager is appointed by the Board of Trustees and serves as the chief administrative officer of the Village.","External Support","0","0","0","0","0","0","0","0","0","0","0"
"1001","41020","332","530662","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","General Government","The General Government function includes departments, personnel, and elected officials responsible for managing the Village's day-to-day operations. These costs are primarily funded through the General Fund.","Village Manager's Office (VMO)","The Village Manager’s Office is responsible for overseeing the day-to-day operations of the Village. The Village Manager is appointed by the Board of Trustees and serves as the chief administrative officer of the Village.","Boards Commissions Support","0","0","451","5168","0","0","0","0","0","0","0"
"1001","41020","332","550603","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","General Government","The General Government function includes departments, personnel, and elected officials responsible for managing the Village's day-to-day operations. These costs are primarily funded through the General Fund.","Village Manager's Office (VMO)","The Village Manager’s Office is responsible for overseeing the day-to-day operations of the Village. The Village Manager is appointed by the Board of Trustees and serves as the chief administrative officer of the Village.","Postage","0","0","35","0","0","0","0","0","0","0","0"
"1001","41020","795","530662","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","General Government","The General Government function includes departments, personnel, and elected officials responsible for managing the Village's day-to-day operations. These costs are primarily funded through the General Fund.","Village Manager's Office (VMO)","The Village Manager’s Office is responsible for overseeing the day-to-day operations of the Village. The Village Manager is appointed by the Board of Trustees and serves as the chief administrative officer of the Village.","Boards Commissions Support","0","0","150","0","0","0","0","0","0","0","0"
"1001","41030","101","530650","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","Policing and Adjudication","All activities and expenses under the separate Police and Adjudication departments. This function includes the Police Pension Fund, as well as, a portion of the Police Department's facility and vehicle expenses, managed by the Department of Public Works.","Adjudication","The Office of Adjudication conducts administrative hearings for the Village of Oak Park. The hearings are divided into two primary categories: Parking and Local Ordinance Violations.The citations adjudicated are issued by various departments in the Village.","Conferences Training","187","618","2022","369","457","679","326","0","125","500","2000"
"1001","41030","101","530658","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","Policing and Adjudication","All activities and expenses under the separate Police and Adjudication departments. This function includes the Police Pension Fund, as well as, a portion of the Police Department's facility and vehicle expenses, managed by the Department of Public Works.","Adjudication","The Office of Adjudication conducts administrative hearings for the Village of Oak Park. The hearings are divided into two primary categories: Parking and Local Ordinance Violations.The citations adjudicated are issued by various departments in the Village.","Temporary Services","1025","23709","5225","0","12692","0","0","0","0","0","0"
"1001","41030","101","550601","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","Policing and Adjudication","All activities and expenses under the separate Police and Adjudication departments. This function includes the Police Pension Fund, as well as, a portion of the Police Department's facility and vehicle expenses, managed by the Department of Public Works.","Adjudication","The Office of Adjudication conducts administrative hearings for the Village of Oak Park. The hearings are divided into two primary categories: Parking and Local Ordinance Violations.The citations adjudicated are issued by various departments in the Village.","Printing","798","0","747","41","264","464","5384","374","896","3500","6000"
"1001","41030","101","550602","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","Policing and Adjudication","All activities and expenses under the separate Police and Adjudication departments. This function includes the Police Pension Fund, as well as, a portion of the Police Department's facility and vehicle expenses, managed by the Department of Public Works.","Adjudication","The Office of Adjudication conducts administrative hearings for the Village of Oak Park. The hearings are divided into two primary categories: Parking and Local Ordinance Violations.The citations adjudicated are issued by various departments in the Village.","Membership Dues","92","55","0","0","61","0","0","0","0","0","0"
"1001","41030","101","550603","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","Policing and Adjudication","All activities and expenses under the separate Police and Adjudication departments. This function includes the Police Pension Fund, as well as, a portion of the Police Department's facility and vehicle expenses, managed by the Department of Public Works.","Adjudication","The Office of Adjudication conducts administrative hearings for the Village of Oak Park. The hearings are divided into two primary categories: Parking and Local Ordinance Violations.The citations adjudicated are issued by various departments in the Village.","Postage","24110","23175","23199","18978","20999","23635","11633","17899","60779","55000","74000"
"1001","41030","101","550605","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","Policing and Adjudication","All activities and expenses under the separate Police and Adjudication departments. This function includes the Police Pension Fund, as well as, a portion of the Police Department's facility and vehicle expenses, managed by the Department of Public Works.","Adjudication","The Office of Adjudication conducts administrative hearings for the Village of Oak Park. The hearings are divided into two primary categories: Parking and Local Ordinance Violations.The citations adjudicated are issued by various departments in the Village.","Travel & Mileage Reimbursement","27","0","0","0","0","0","0","0","0","0","0"
"1001","41030","101","550606","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","Policing and Adjudication","All activities and expenses under the separate Police and Adjudication departments. This function includes the Police Pension Fund, as well as, a portion of the Police Department's facility and vehicle expenses, managed by the Department of Public Works.","Adjudication","The Office of Adjudication conducts administrative hearings for the Village of Oak Park. The hearings are divided into two primary categories: Parking and Local Ordinance Violations.The citations adjudicated are issued by various departments in the Village.","Books & Subscriptions","0","219","542","286","351","366","817","435","474","750","1500"
"1001","41030","101","530675","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","Policing and Adjudication","All activities and expenses under the separate Police and Adjudication departments. This function includes the Police Pension Fund, as well as, a portion of the Police Department's facility and vehicle expenses, managed by the Department of Public Works.","Adjudication","The Office of Adjudication conducts administrative hearings for the Village of Oak Park. The hearings are divided into two primary categories: Parking and Local Ordinance Violations.The citations adjudicated are issued by various departments in the Village.","Bank Charges","0","0","85","0","0","0","0","0","0","0","0"
"1001","41030","101","560620","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","Policing and Adjudication","All activities and expenses under the separate Police and Adjudication departments. This function includes the Police Pension Fund, as well as, a portion of the Police Department's facility and vehicle expenses, managed by the Department of Public Works.","Adjudication","The Office of Adjudication conducts administrative hearings for the Village of Oak Park. The hearings are divided into two primary categories: Parking and Local Ordinance Violations.The citations adjudicated are issued by various departments in the Village.","Office Supplies","4194","4294","1238","3481","2280","4952","3647","1121","2242","2500","3000"
"1001","41030","101","530660","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","Policing and Adjudication","All activities and expenses under the separate Police and Adjudication departments. This function includes the Police Pension Fund, as well as, a portion of the Police Department's facility and vehicle expenses, managed by the Department of Public Works.","Adjudication","The Office of Adjudication conducts administrative hearings for the Village of Oak Park. The hearings are divided into two primary categories: Parking and Local Ordinance Violations.The citations adjudicated are issued by various departments in the Village.","General Contractuals","0","0","0","10","0","0","0","0","0","0","0"
"1001","41030","101","570720","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","Policing and Adjudication","All activities and expenses under the separate Police and Adjudication departments. This function includes the Police Pension Fund, as well as, a portion of the Police Department's facility and vehicle expenses, managed by the Department of Public Works.","Adjudication","The Office of Adjudication conducts administrative hearings for the Village of Oak Park. The hearings are divided into two primary categories: Parking and Local Ordinance Violations.The citations adjudicated are issued by various departments in the Village.","Computer Equipment","0","0","0","0","0","0","0","1554","0","0","0"
"1001","41030","101","560638","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","Policing and Adjudication","All activities and expenses under the separate Police and Adjudication departments. This function includes the Police Pension Fund, as well as, a portion of the Police Department's facility and vehicle expenses, managed by the Department of Public Works.","Adjudication","The Office of Adjudication conducts administrative hearings for the Village of Oak Park. The hearings are divided into two primary categories: Parking and Local Ordinance Violations.The citations adjudicated are issued by various departments in the Village.","Special Events","315","37","53","0","0","0","0","0","0","0","0"
"1001","41030","101","530667","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","Policing and Adjudication","All activities and expenses under the separate Police and Adjudication departments. This function includes the Police Pension Fund, as well as, a portion of the Police Department's facility and vehicle expenses, managed by the Department of Public Works.","Adjudication","The Office of Adjudication conducts administrative hearings for the Village of Oak Park. The hearings are divided into two primary categories: Parking and Local Ordinance Violations.The citations adjudicated are issued by various departments in the Village.","External Support","169998","191163","166030","166723","163588","146139","159036","117094","126975","145000","147800"
"1001","41030","101","510501","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","Policing and Adjudication","All activities and expenses under the separate Police and Adjudication departments. This function includes the Police Pension Fund, as well as, a portion of the Police Department's facility and vehicle expenses, managed by the Department of Public Works.","Adjudication","The Office of Adjudication conducts administrative hearings for the Village of Oak Park. The hearings are divided into two primary categories: Parking and Local Ordinance Violations.The citations adjudicated are issued by various departments in the Village.","Regular Salaries","186441","167502","191603","196645","191417","205481","217719","194573","226653","237642","243961"
"1001","41030","101","510519","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","Policing and Adjudication","All activities and expenses under the separate Police and Adjudication departments. This function includes the Police Pension Fund, as well as, a portion of the Police Department's facility and vehicle expenses, managed by the Department of Public Works.","Adjudication","The Office of Adjudication conducts administrative hearings for the Village of Oak Park. The hearings are divided into two primary categories: Parking and Local Ordinance Violations.The citations adjudicated are issued by various departments in the Village.","Vacation Time Payout","0","190","0","0","0","0","0","0","0","0","0"
"1001","41030","101","550671","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","Policing and Adjudication","All activities and expenses under the separate Police and Adjudication departments. This function includes the Police Pension Fund, as well as, a portion of the Police Department's facility and vehicle expenses, managed by the Department of Public Works.","Adjudication","The Office of Adjudication conducts administrative hearings for the Village of Oak Park. The hearings are divided into two primary categories: Parking and Local Ordinance Violations.The citations adjudicated are issued by various departments in the Village.","Office Machine Service","2619","0","0","0","0","0","0","0","0","0","0"
"1001","41030","101","550663","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","Policing and Adjudication","All activities and expenses under the separate Police and Adjudication departments. This function includes the Police Pension Fund, as well as, a portion of the Police Department's facility and vehicle expenses, managed by the Department of Public Works.","Adjudication","The Office of Adjudication conducts administrative hearings for the Village of Oak Park. The hearings are divided into two primary categories: Parking and Local Ordinance Violations.The citations adjudicated are issued by various departments in the Village.","Software License Updates","2648","450","4676","755","640","5188","350","1789","1650","2000","2000"
"1001","41030","101","520527","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","Policing and Adjudication","All activities and expenses under the separate Police and Adjudication departments. This function includes the Police Pension Fund, as well as, a portion of the Police Department's facility and vehicle expenses, managed by the Department of Public Works.","Adjudication","The Office of Adjudication conducts administrative hearings for the Village of Oak Park. The hearings are divided into two primary categories: Parking and Local Ordinance Violations.The citations adjudicated are issued by various departments in the Village.","IMRF Contributions","28285","26681","28474","28681","27453","21245","14629","17877","19505","13000","6670"
"1001","41030","101","520522","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","Policing and Adjudication","All activities and expenses under the separate Police and Adjudication departments. This function includes the Police Pension Fund, as well as, a portion of the Police Department's facility and vehicle expenses, managed by the Department of Public Works.","Adjudication","The Office of Adjudication conducts administrative hearings for the Village of Oak Park. The hearings are divided into two primary categories: Parking and Local Ordinance Violations.The citations adjudicated are issued by various departments in the Village.","Social Security Expense","11544","10326","11744","11459","11187","12080","13014","11318","13554","14098","15746"
"1001","41030","101","520523","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","Policing and Adjudication","All activities and expenses under the separate Police and Adjudication departments. This function includes the Police Pension Fund, as well as, a portion of the Police Department's facility and vehicle expenses, managed by the Department of Public Works.","Adjudication","The Office of Adjudication conducts administrative hearings for the Village of Oak Park. The hearings are divided into two primary categories: Parking and Local Ordinance Violations.The citations adjudicated are issued by various departments in the Village.","Medicare Expense","2700","2415","2747","2680","2616","2825","3044","2647","3170","3297","3682"
"1001","41030","101","520520","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","Policing and Adjudication","All activities and expenses under the separate Police and Adjudication departments. This function includes the Police Pension Fund, as well as, a portion of the Police Department's facility and vehicle expenses, managed by the Department of Public Works.","Adjudication","The Office of Adjudication conducts administrative hearings for the Village of Oak Park. The hearings are divided into two primary categories: Parking and Local Ordinance Violations.The citations adjudicated are issued by various departments in the Village.","Life Insurance Expense","166","147","198","273","279","294","281","247","281","283","279"
"1001","41030","101","520521","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","Policing and Adjudication","All activities and expenses under the separate Police and Adjudication departments. This function includes the Police Pension Fund, as well as, a portion of the Police Department's facility and vehicle expenses, managed by the Department of Public Works.","Adjudication","The Office of Adjudication conducts administrative hearings for the Village of Oak Park. The hearings are divided into two primary categories: Parking and Local Ordinance Violations.The citations adjudicated are issued by various departments in the Village.","Health Insurance Expense","21038","18470","24225","50299","46429","56255","54299","38132","41034","40913","47050"
"1001","41030","101","510503","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","Policing and Adjudication","All activities and expenses under the separate Police and Adjudication departments. This function includes the Police Pension Fund, as well as, a portion of the Police Department's facility and vehicle expenses, managed by the Department of Public Works.","Adjudication","The Office of Adjudication conducts administrative hearings for the Village of Oak Park. The hearings are divided into two primary categories: Parking and Local Ordinance Violations.The citations adjudicated are issued by various departments in the Village.","Overtime","7034","5492","7032","5801","7636","9592","12608","7331","10034","10000","10000"
"1001","41030","101","550652","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","Policing and Adjudication","All activities and expenses under the separate Police and Adjudication departments. This function includes the Police Pension Fund, as well as, a portion of the Police Department's facility and vehicle expenses, managed by the Department of Public Works.","Adjudication","The Office of Adjudication conducts administrative hearings for the Village of Oak Park. The hearings are divided into two primary categories: Parking and Local Ordinance Violations.The citations adjudicated are issued by various departments in the Village.","Legal Postings and Doc. Fees","0","0","0","0","1125","187","92","150","19","100","1000"
"1001","41030","101","520515","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","Policing and Adjudication","All activities and expenses under the separate Police and Adjudication departments. This function includes the Police Pension Fund, as well as, a portion of the Police Department's facility and vehicle expenses, managed by the Department of Public Works.","Adjudication","The Office of Adjudication conducts administrative hearings for the Village of Oak Park. The hearings are divided into two primary categories: Parking and Local Ordinance Violations.The citations adjudicated are issued by various departments in the Village.","Health Insurance Opt Out","2407","2407","2307","-36","0","0","0","0","0","0","0"
"1001","41030","101","560631","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","Policing and Adjudication","All activities and expenses under the separate Police and Adjudication departments. This function includes the Police Pension Fund, as well as, a portion of the Police Department's facility and vehicle expenses, managed by the Department of Public Works.","Adjudication","The Office of Adjudication conducts administrative hearings for the Village of Oak Park. The hearings are divided into two primary categories: Parking and Local Ordinance Violations.The citations adjudicated are issued by various departments in the Village.","Operational Supplies","63","11","0","0","0","0","0","0","0","0","0"
"1001","41030","134","560639","General Fund","The General Fund includes all the operating departments and general operating revenues for the Village. General Fund Expenditures are the expenditures related to the performance of direct Village services, such as police, fire, public works and housing services. General fund expenditures also relate to the performance of administrative services such as finance, human resources, and information technology.","Policing and Adjudication","All activities and expenses under the separate Police and Adjudication departments. This function includes the Police Pension Fund, as well as, a portion of the Police Department's facility and vehicle expenses, managed by the Department of Public Works.","Adjudication","The Office of Adjudication conducts administrative hearings for the Village of Oak Park. The hearings are divided into two primary categories: Parking and Local Ordinance Violations.The citations adjudicated are issued by various departments in the Village.","Advertising","0","0","0","43","31","0","0","0","0","0","0"
